name,nowConfirm,confirm,suspect,dead,deadRate,heal,healRate
宁夏,0,75,0,0,0.00,75,100.00
境外输入,0,3,0,0,0.00,3,100.00
银川,0,34,0,0,0.00,34,100.00
吴忠,0,28,0,0,0.00,28,100.00
固原,0,5,0,0,0.00,5,100.00
中卫,0,3,0,0,0.00,3,100.00
石嘴山,0,1,0,0,0.00,1,100.00
宁东管委会,0,1,0,0,0.00,1,100.00
