name,nowConfirm,confirm,suspect,dead,deadRate,heal,healRate
浙江,2,1270,0,1,0.08,1267,99.76
境外输入,1,51,0,0,0.00,50,98.04
台州,1,147,0,0,0.00,146,99.32
金华,0,55,0,0,0.00,55,100.00
丽水,0,17,0,0,0.00,17,100.00
舟山,0,10,0,0,0.00,10,100.00
衢州,0,14,0,0,0.00,14,100.00
省十里丰监狱,0,36,0,0,0.00,36,100.00
绍兴,0,42,0,0,0.00,42,100.00
嘉兴,0,46,0,0,0.00,46,100.00
湖州,0,10,0,0,0.00,10,100.00
宁波,0,157,0,0,0.00,157,100.00
杭州,0,181,0,0,0.00,181,100.00
温州,0,504,0,1,0.20,503,99.80
