name,nowConfirm,confirm,suspect,dead,deadRate,heal,healRate
河北,1,349,0,6,1.72,342,97.99
保定,14,48,0,0,0.00,34,70.83
廊坊,2,32,0,0,0.00,30,93.75
沧州,1,49,0,3,6.12,45,91.84
邢台,0,23,0,1,4.35,22,95.65
张家口,0,43,0,0,0.00,43,100.00
境外输入,0,10,0,0,0.00,10,100.00
唐山,0,58,0,1,1.72,57,98.28
邯郸,0,32,0,0,0.00,32,100.00
石家庄,0,29,0,0,0.00,29,100.00
承德,0,7,0,0,0.00,7,100.00
衡水,0,8,0,0,0.00,8,100.00
秦皇岛,0,10,0,1,10.00,9,90.00
地区待确认,-16,0,0,0,0.00,16,0.00
