name,nowConfirm,confirm,suspect,dead,deadRate,heal,healRate
江西,0,932,0,1,0.11,931,99.89
新余,0,129,0,0,0.00,129,100.00
赣州,0,74,0,1,1.35,73,98.65
九江,0,116,0,0,0.00,116,100.00
境外输入,0,2,0,0,0.00,2,100.00
南昌,0,230,0,0,0.00,230,100.00
上饶,0,123,0,0,0.00,123,100.00
抚州,0,72,0,0,0.00,72,100.00
吉安,0,22,0,0,0.00,22,100.00
萍乡,0,33,0,0,0.00,33,100.00
宜春,0,106,0,0,0.00,106,100.00
鹰潭,0,18,0,0,0.00,18,100.00
景德镇,0,6,0,0,0.00,6,100.00
赣江新区,0,1,0,0,0.00,1,100.00
