name,nowConfirm,confirm,suspect,dead,deadRate,heal,healRate
福建,2,364,0,1,0.27,361,99.18
境外输入,2,68,0,0,0.00,66,97.06
莆田,0,56,0,0,0.00,56,100.00
漳州,0,20,0,0,0.00,20,100.00
地区待确认,0,0,0,0,0.00,0,0.00
宁德,0,26,0,0,0.00,26,100.00
龙岩,0,6,0,0,0.00,6,100.00
南平,0,20,0,0,0.00,20,100.00
三明,0,14,0,0,0.00,14,100.00
泉州,0,47,0,0,0.00,47,100.00
厦门,0,35,0,0,0.00,35,100.00
福州,0,72,0,1,1.39,71,98.61
