name,nowConfirm,confirm,suspect,dead,deadRate,heal,healRate
吉林,0,155,0,2,1.29,153,98.71
吉林,0,48,0,1,2.08,47,97.92
境外输入,0,19,0,0,0.00,19,100.00
通化,0,6,0,0,0.00,6,100.00
长春,0,45,0,0,0.00,45,100.00
白城,0,1,0,0,0.00,1,100.00
四平,0,15,0,1,6.67,14,93.33
公主岭,0,6,0,0,0.00,6,100.00
辽源,0,7,0,0,0.00,7,100.00
延边,0,5,0,0,0.00,5,100.00
松原,0,2,0,0,0.00,2,100.00
梅河口市,0,1,0,0,0.00,1,100.00
