name,nowConfirm,confirm,suspect,dead,deadRate,heal,healRate
贵州,0,147,0,2,1.36,145,98.64
境外输入,0,1,0,0,0.00,1,100.00
贵阳,0,36,0,1,2.78,35,97.22
遵义,0,32,0,0,0.00,32,100.00
六盘水,0,10,0,1,10.00,9,90.00
毕节,0,23,0,0,0.00,23,100.00
黔南州,0,17,0,0,0.00,17,100.00
安顺,0,4,0,0,0.00,4,100.00
黔东南州,0,10,0,0,0.00,10,100.00
铜仁,0,10,0,0,0.00,10,100.00
黔西南州,0,4,0,0,0.00,4,100.00
